Format Version,1.23,Take Name,Take 2025-12-17 06.07.01 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-12-17 06.07.01.513 PM,Capture Start Frame,10553788,Total Frames in Take,14436,Total Exported Frames,14436,Rotation Type,ZYX,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1008,Unlabeled 1008,Unlabeled 1008,Unlabeled 1009,Unlabeled 1009,Unlabeled 1009,Unlabeled 1010,Unlabeled 1010,Unlabeled 1010,Unlabeled 1011,Unlabeled 1011,Unlabeled 1011,Unlabeled 1012,Unlabeled 1012,Unlabeled 1012,Unlabeled 1013,Unlabeled 1013,Unlabeled 1013
,ID,"19BCDF4D9ECDA9D11F0","19BCDF4D9ECDA9D11F0","19BCDF4D9ECDA9D11F0","19CCDF4D9ECDA9D11F0","19CCDF4D9ECDA9D11F0","19CCDF4D9ECDA9D11F0","19DCDF4D9ECDA9D11F0","19DCDF4D9ECDA9D11F0","19DCDF4D9ECDA9D11F0","19ECDF4D9ECDA9D11F0","19ECDF4D9ECDA9D11F0","19ECDF4D9ECDA9D11F0","19FCDF4D9ECDA9D11F0","19FCDF4D9ECDA9D11F0","19FCDF4D9ECDA9D11F0","1A0CDF4D9ECDA9D11F0","1A0CDF4D9ECDA9D11F0","1A0CDF4D9ECDA9D11F0"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
6426,53.550000,,,,1.208204,0.162574,-1.083152,1.108644,0.065323,-1.075225,,,,,,,1.324155,0.070741,-1.097645
6427,53.558000,,,,1.203105,0.162561,-1.083525,1.103903,0.065333,-1.075019,,,,,,,1.319349,0.070876,-1.097279
6428,53.567000,,,,1.198189,0.162508,-1.083949,1.099114,0.065168,-1.074697,,,,,,,1.314537,0.070817,-1.096825
6429,53.575000,,,,1.193560,0.162542,-1.084355,1.094320,0.065287,-1.074288,,,,,,,1.309762,0.070749,-1.096358
6430,53.583000,,,,1.189343,0.162481,-1.084555,1.089481,0.065277,-1.073990,,,,,,,1.304994,0.070724,-1.095996
6431,53.592000,,,,1.185264,0.162484,-1.084353,1.084697,0.065311,-1.073645,,,,,,,1.300223,0.070687,-1.095551
6432,53.600000,,,,1.181331,0.162503,-1.084181,1.079865,0.065435,-1.073200,,,,,,,1.295458,0.070614,-1.095065
6433,53.608000,,,,1.177277,0.162496,-1.083447,1.075114,0.065551,-1.072899,,,,,,,1.290714,0.070585,-1.094691
6434,53.617000,,,,1.173166,0.162520,-1.082683,1.070364,0.065587,-1.072618,,,,,,,1.285967,0.070593,-1.094286
6435,53.625000,,,,1.168474,0.162380,-1.081716,1.065610,0.065465,-1.072419,,,,,,,1.281121,0.070365,-1.093749
6436,53.633000,,,,1.163539,0.162528,-1.080095,1.060751,0.065519,-1.072271,,,,,,,1.276385,0.070746,-1.093197
6437,53.642000,,,,1.158482,0.162607,-1.079228,1.055986,0.065551,-1.071968,,,,,,,1.271564,0.071006,-1.092651
6438,53.650000,,,,1.153093,0.162606,-1.078276,1.051210,0.065515,-1.071614,,,,,,,1.266699,0.071045,-1.092305
6439,53.658000,,,,1.147331,0.162506,-1.077879,1.046418,0.065250,-1.071437,,,,,,,1.261999,0.071018,-1.091937
6440,53.667000,,,,1.141757,0.162621,-1.077601,1.041591,0.065277,-1.071185,,,,,,,1.257133,0.071214,-1.091458
6441,53.675000,,,,1.136432,0.162791,-1.077613,1.036748,0.065329,-1.070843,,,,,,,1.252226,0.071294,-1.091125
6442,53.683000,,,,1.131143,0.162805,-1.077867,1.031937,0.065460,-1.070655,,,,,,,1.247437,0.071297,-1.090764
6443,53.692000,,,,1.126153,0.162779,-1.078216,1.027140,0.065372,-1.070388,,,,,,,1.242704,0.071266,-1.090224
6444,53.700000,,,,1.121500,0.162870,-1.078596,1.022415,0.065359,-1.069934,,,,,,,1.237889,0.071316,-1.089790
6445,53.708000,,,,1.117088,0.162901,-1.078866,1.017594,0.065362,-1.069501,,,,,,,1.233090,0.071410,-1.089513
6446,53.717000,,,,1.112801,0.162958,-1.078894,1.012771,0.065433,-1.069193,,,,,,,1.228165,0.071395,-1.089074
6447,53.725000,,,,1.108697,0.162899,-1.078763,1.007835,0.065327,-1.069028,,,,,,,1.223285,0.071537,-1.088622
6448,53.733000,,,,1.104575,0.162896,-1.078238,1.002957,0.065370,-1.068774,,,,,,,1.218451,0.071480,-1.088367
6449,53.742000,,,,1.100289,0.162900,-1.077494,0.998090,0.065308,-1.068514,,,,,,,1.213592,0.071509,-1.087911
6450,53.750000,,,,1.095683,0.162756,-1.076592,0.993258,0.065197,-1.068340,,,,,,,1.208792,0.071654,-1.087418
6451,53.758000,,,,1.090835,0.162807,-1.075447,0.988339,0.065102,-1.068191,,,,,,,1.204057,0.071815,-1.087098
6452,53.767000,,,,1.085694,0.162817,-1.074598,0.983520,0.065205,-1.067925,,,,,,,1.199104,0.071631,-1.086781
6453,53.775000,,,,1.080439,0.162764,-1.073644,0.978676,0.065290,-1.067604,,,,,,,1.194366,0.071606,-1.086457
6454,53.783000,,,,1.075064,0.162855,-1.073141,0.973908,0.065485,-1.067394,,,,,,,1.189559,0.071497,-1.086022
6455,53.792000,,,,1.069584,0.162925,-1.072926,0.969116,0.065402,-1.067193,,,,,,,1.184763,0.071646,-1.085658
6456,53.800000,,,,1.064108,0.162930,-1.072959,0.964395,0.065456,-1.066852,,,,,,,1.180015,0.071539,-1.085395
6457,53.808000,,,,1.058863,0.162949,-1.073216,0.959522,0.065380,-1.066677,,,,,,,1.175138,0.071527,-1.084903
6458,53.817000,,,,1.053774,0.162899,-1.073582,0.954738,0.065485,-1.066336,,,,,,,1.170383,0.071521,-1.084697
6459,53.825000,,,,1.049049,0.162926,-1.073935,0.949964,0.065403,-1.065962,,,,,,,1.165698,0.071603,-1.084521
6460,53.833000,,,,1.044603,0.162972,-1.074454,0.945188,0.065453,-1.065659,,,,,,,1.160954,0.071627,-1.084166
6461,53.842000,,,,1.040424,0.163018,-1.074406,0.940415,0.065318,-1.065373,,,,,,,1.156192,0.071633,-1.083903
6462,53.850000,,,,1.036449,0.162873,-1.074045,0.935658,0.065291,-1.065040,,,,,,,1.151390,0.071660,-1.083552
6463,53.858000,,,,1.032486,0.162846,-1.073565,0.930834,0.065148,-1.064774,,,,,,,1.146587,0.071412,-1.083060
6464,53.867000,,,,1.028251,0.162706,-1.072812,0.926090,0.065148,-1.064538,,,,,,,1.141885,0.071320,-1.082725
6465,53.875000,,,,1.023804,0.162669,-1.071986,0.921367,0.065013,-1.064155,,,,,,,1.137031,0.071382,-1.082414
6466,53.883000,,,,1.019052,0.162586,-1.070899,0.916549,0.064935,-1.063802,,,,,,,1.132275,0.071520,-1.081967
6467,53.892000,,,,1.013839,0.162541,-1.069964,0.911741,0.064650,-1.063543,,,,,,,1.127543,0.071548,-1.081629
6468,53.900000,,,,1.008157,0.162340,-1.069430,0.906875,0.064145,-1.063310,,,,,,,1.122656,0.071707,-1.081391
6469,53.908000,,,,1.002336,0.162038,-1.068802,0.901961,0.063519,-1.063217,,,,,,,1.117709,0.071795,-1.081061
6470,53.917000,,,,0.996236,0.161644,-1.067951,0.896946,0.062641,-1.063009,,,,,,,1.112782,0.072003,-1.080613
6471,53.925000,,,,0.990283,0.161406,-1.067907,0.892101,0.062552,-1.062681,,,,,,,1.107728,0.071862,-1.080198
6472,53.933000,,,,0.985552,0.161804,-1.068328,0.887047,0.062848,-1.062408,,,,,,,1.103063,0.071653,-1.079756
6473,53.942000,,,,0.980511,0.162036,-1.068363,0.882364,0.063410,-1.062009,,,,,,,1.098435,0.071486,-1.079355
6474,53.950000,,,,0.975419,0.162065,-1.068447,0.877469,0.062912,-1.061649,,,,,,,1.093360,0.072050,-1.079051
6475,53.958000,,,,0.970871,0.161933,-1.069064,0.872903,0.063128,-1.061189,,,,,,,1.088321,0.072248,-1.078865
6476,53.967000,,,,0.967319,0.162217,-1.069217,0.868043,0.063451,-1.060929,,,,,,,1.083607,0.071938,-1.078545
6477,53.975000,,,,0.963408,0.162226,-1.069077,0.863508,0.063797,-1.060597,,,,,,,1.079076,0.071613,-1.078125
6478,53.983000,,,,0.959179,0.162142,-1.068642,0.858603,0.063362,-1.060164,,,,,,,1.074506,0.071857,-1.077774
6479,53.992000,,,,0.955115,0.162139,-1.067982,0.853725,0.063526,-1.059835,,,,,,,1.069671,0.071919,-1.077375
6480,54.000000,,,,0.951072,0.162157,-1.067142,0.849304,0.063608,-1.059642,,,,,,,1.065015,0.071844,-1.077180
6481,54.008000,,,,0.946478,0.162132,-1.066022,0.844509,0.063744,-1.059334,,,,,,,1.060279,0.071684,-1.076749
6482,54.017000,,,,0.941263,0.162034,-1.064953,0.839526,0.063335,-1.059224,,,,,,,1.055500,0.071804,-1.076348
6483,54.025000,,,,0.936054,0.162087,-1.064156,0.834719,0.063332,-1.058887,,,,,,,1.050650,0.071942,-1.076008
6484,54.033000,,,,0.930739,0.162081,-1.063562,0.829913,0.063370,-1.058743,,,,,,,1.045919,0.071899,-1.075690
6485,54.042000,,,,0.925245,0.162169,-1.063092,0.825222,0.063459,-1.058501,,,,,,,1.041158,0.071856,-1.075271
6486,54.050000,,,,0.919754,0.162119,-1.063046,0.820449,0.063467,-1.058209,,,,,,,1.036383,0.071864,-1.074967
6487,54.058000,,,,0.914528,0.162304,-1.063164,0.815628,0.063717,-1.057866,,,,,,,1.031648,0.071790,-1.074687
6488,54.067000,,,,0.909364,0.162313,-1.063370,0.810820,0.063576,-1.057641,,,,,,,1.027002,0.071798,-1.074290
6489,54.075000,,,,0.904545,0.162397,-1.063777,0.806105,0.063682,-1.057207,,,,,,,1.022245,0.071844,-1.073742
6490,54.083000,,,,0.900160,0.162343,-1.064298,0.801254,0.063645,-1.057104,,,,,,,1.017508,0.071841,-1.073485
6491,54.092000,,,,0.895910,0.162386,-1.064652,0.796551,0.063750,-1.056869,,,,,,,1.012690,0.071837,-1.073323
6492,54.100000,,,,0.891744,0.162292,-1.064661,0.791775,0.063650,-1.056649,,,,,,,1.007873,0.071896,-1.073042
6493,54.108000,,,,0.887774,0.162348,-1.064458,0.787044,0.063708,-1.056451,,,,,,,1.003113,0.071914,-1.072788
6494,54.117000,,,,0.883641,0.162289,-1.063871,0.782242,0.063559,-1.056231,,,,,,,0.998364,0.071836,-1.072419
6495,54.125000,,,,0.879421,0.162214,-1.063074,0.777542,0.063625,-1.055861,,,,,,,0.993655,0.071783,-1.072100
6496,54.133000,,,,0.874910,0.162108,-1.062065,0.772744,0.063512,-1.055778,,,,,,,0.988866,0.071673,-1.071847
6497,54.142000,,,,0.870230,0.162208,-1.061044,0.768040,0.063819,-1.055501,,,,,,,0.984132,0.071578,-1.071706
6498,54.150000,,,,0.865239,0.162280,-1.060360,0.763252,0.063904,-1.055311,,,,,,,0.979463,0.071525,-1.071419
6499,54.158000,,,,0.860175,0.162190,-1.059892,0.758598,0.064109,-1.055016,,,,,,,0.974686,0.071214,-1.071146
6500,54.167000,,,,0.855276,0.161953,-1.059687,0.753874,0.064418,-1.054720,,,,,,,0.970017,0.070432,-1.071147
6501,54.175000,,,,0.850378,0.161795,-1.059035,0.749223,0.064689,-1.054440,,,,,,,0.965489,0.069508,-1.070832
6502,54.183000,,,,0.845370,0.161575,-1.058776,0.744512,0.064639,-1.054499,,,,,,,0.960848,0.069176,-1.070088
6503,54.192000,,,,0.839993,0.161764,-1.059465,0.739846,0.064775,-1.054025,,,,,,,0.956407,0.069292,-1.069843
6504,54.200000,,,,0.834788,0.162157,-1.059810,0.735149,0.064522,-1.053739,,,,,,,0.951608,0.070119,-1.069731
6505,54.208000,,,,0.830420,0.162442,-1.059738,0.730417,0.064658,-1.053174,,,,,,,0.946676,0.070748,-1.069715
6506,54.217000,,,,0.826232,0.162473,-1.060290,0.725776,0.064615,-1.052753,,,,,,,0.941699,0.070706,-1.069651
6507,54.225000,,,,0.822195,0.162222,-1.060071,0.721187,0.064713,-1.052266,,,,,,,0.936977,0.070134,-1.069229
6508,54.233000,,,,0.818336,0.162012,-1.059715,0.716515,0.064512,-1.052268,,,,,,,0.932635,0.069790,-1.068822
6509,54.242000,,,,0.814240,0.162240,-1.059367,0.711843,0.064661,-1.051905,,,,,,,0.928038,0.070079,-1.068514
6510,54.250000,,,,0.810076,0.162314,-1.058779,0.707127,0.064518,-1.051645,,,,,,,0.923295,0.070518,-1.068234
6511,54.258000,,,,0.805557,0.162163,-1.057655,0.702400,0.064600,-1.051298,,,,,,,0.918470,0.070710,-1.067906
6512,54.267000,,,,0.800792,0.162045,-1.056675,0.697551,0.064685,-1.050911,,,,,,,0.913727,0.070458,-1.067724
6513,54.275000,,,,0.795988,0.162063,-1.055778,0.692922,0.064748,-1.050680,,,,,,,0.909130,0.070089,-1.067385
6514,54.283000,,,,0.790668,0.162184,-1.055028,0.688129,0.064801,-1.050480,,,,,,,0.904484,0.070242,-1.067006
6515,54.292000,,,,0.785112,0.162211,-1.054521,0.683461,0.064697,-1.050338,,,,,,,0.899705,0.070562,-1.066806
6516,54.300000,,,,0.779624,0.162303,-1.054445,0.678744,0.064698,-1.050131,,,,,,,0.894889,0.070553,-1.066582
6517,54.308000,,,,0.774542,0.162291,-1.054548,0.673986,0.064725,-1.050086,,,,,,,0.890214,0.070319,-1.066320
6518,54.317000,,,,0.769315,0.162183,-1.054760,0.669387,0.064709,-1.049845,,,,,,,0.885538,0.070099,-1.066017
6519,54.325000,,,,0.764510,0.162380,-1.055255,0.664710,0.064882,-1.049622,,,,,,,0.880949,0.070158,-1.065735
6520,54.333000,,,,0.760150,0.162629,-1.055546,0.660123,0.065127,-1.049410,,,,,,,0.876368,0.070301,-1.065402
6521,54.342000,,,,0.755876,0.162786,-1.056090,0.655438,0.065241,-1.049055,,,,,,,0.871692,0.070446,-1.065152
6522,54.350000,,,,0.751646,0.162594,-1.056301,0.650590,0.065416,-1.048732,,,,,,,0.866982,0.070365,-1.064979
6523,54.358000,,,,0.747712,0.162643,-1.056327,0.645693,0.065403,-1.048465,,,,,,,0.862266,0.070281,-1.064635
6524,54.367000,,,,0.743768,0.162627,-1.055999,0.641051,0.065504,-1.048421,,,,,,,0.857520,0.070299,-1.064474
6525,54.375000,,,,0.739593,0.162618,-1.055462,0.636399,0.065372,-1.048548,,,,,,,0.852636,0.070595,-1.064232
6526,54.383000,,,,0.734989,0.162586,-1.054671,0.631752,0.065268,-1.048404,,,,,,,0.848110,0.070788,-1.063984
6527,54.392000,,,,0.730218,0.162672,-1.053795,0.627009,0.065237,-1.048419,,,,,,,0.843079,0.070880,-1.063786
6528,54.400000,,,,0.725393,0.162640,-1.053169,0.622315,0.065388,-1.048512,,,,,,,0.838318,0.070613,-1.063513
6529,54.408000,,,,0.720248,0.162676,-1.052429,0.617436,0.065459,-1.048428,,,,,,,0.833654,0.070621,-1.063139
6530,54.417000,,,,0.714568,0.162761,-1.052280,0.612721,0.065541,-1.048688,,,,,,,0.828852,0.070761,-1.063097
6531,54.425000,,,,0.709300,0.162960,-1.052143,0.607917,0.065664,-1.048699,,,,,,,0.824110,0.070999,-1.062791
6532,54.433000,,,,0.703615,0.163019,-1.052518,0.603073,0.065681,-1.049046,,,,,,,0.819341,0.070921,-1.062357
6533,54.442000,,,,0.698384,0.162994,-1.052692,0.598323,0.065869,-1.049269,,,,,,,0.814501,0.070961,-1.062001
6534,54.450000,,,,0.693600,0.163398,-1.053493,0.593430,0.066473,-1.049161,,,,,,,0.809811,0.070679,-1.061686
6535,54.458000,,,,0.688905,0.163751,-1.054040,0.588579,0.066512,-1.049304,,,,,,,0.805029,0.070880,-1.061220
6536,54.467000,,,,0.683916,0.163646,-1.054378,0.583712,0.066234,-1.049411,,,,,,,0.800035,0.071301,-1.060960
6537,54.475000,,,,0.679311,0.163486,-1.054992,0.578827,0.065915,-1.049562,,,,,,,0.795181,0.071534,-1.060613
6538,54.483000,,,,0.675266,0.163463,-1.055129,0.573917,0.066037,-1.049759,,,,,,,0.790243,0.071442,-1.060175
6539,54.492000,,,,0.671405,0.163544,-1.054880,0.569004,0.066155,-1.050115,,,,,,,0.785448,0.071313,-1.059704
6540,54.500000,,,,0.667133,0.163400,-1.054763,0.564265,0.066077,-1.050519,,,,,,,0.780628,0.071376,-1.059173
6541,54.508000,,,,0.662634,0.163512,-1.054381,0.559388,0.066202,-1.051190,,,,,,,0.775826,0.071518,-1.058815
6542,54.517000,,,,0.658080,0.163587,-1.053796,0.554452,0.066482,-1.051822,,,,,,,0.770969,0.071649,-1.058577
6543,54.525000,,,,0.653238,0.163779,-1.053364,0.549583,0.066884,-1.052432,,,,,,,0.766275,0.071465,-1.058433
6544,54.533000,,,,0.648002,0.163723,-1.053136,0.544758,0.066814,-1.053359,,,,,,,0.761384,0.071579,-1.058085
6545,54.542000,,,,0.642561,0.163711,-1.053200,0.540073,0.066953,-1.054161,,,,,,,0.756611,0.071307,-1.057935
6546,54.550000,,,,0.637226,0.163891,-1.053310,0.535181,0.067007,-1.055139,,,,,,,0.751808,0.071372,-1.057494
6547,54.558000,,,,0.631802,0.163924,-1.054139,0.530377,0.067148,-1.056287,,,,,,,0.747117,0.071269,-1.057311
6548,54.567000,,,,0.626405,0.164026,-1.055046,0.525505,0.067128,-1.057407,,,,,,,0.742380,0.071440,-1.057015
6549,54.575000,,,,0.621079,0.164063,-1.056054,0.520877,0.067182,-1.058566,,,,,,,0.737531,0.071452,-1.056877
6550,54.583000,,,,0.616321,0.164224,-1.057467,0.516125,0.067064,-1.060018,,,,,,,0.732732,0.071643,-1.056614
6551,54.592000,,,,0.611921,0.164294,-1.058868,0.511408,0.067191,-1.061502,,,,,,,0.727982,0.071368,-1.056712
6552,54.600000,,,,0.607636,0.164375,-1.060240,0.506660,0.067327,-1.063020,,,,,,,0.723166,0.071663,-1.056457
6553,54.608000,,,,0.603470,0.164300,-1.061392,0.501947,0.067180,-1.064512,,,,,,,0.718345,0.071665,-1.056503
6554,54.617000,,,,0.599513,0.164369,-1.062178,0.497231,0.067281,-1.066142,,,,,,,0.713653,0.071777,-1.056530
6555,54.625000,,,,0.595698,0.164386,-1.062656,0.492598,0.067394,-1.067660,,,,,,,0.708832,0.071748,-1.056604
6556,54.633000,,,,0.591582,0.164306,-1.063146,0.488046,0.067446,-1.069292,,,,,,,0.704245,0.071849,-1.056739
6557,54.642000,,,,0.586998,0.164364,-1.063455,0.483566,0.067349,-1.071106,,,,,,,0.699647,0.071927,-1.056830
6558,54.650000,,,,0.582183,0.164432,-1.063824,0.479070,0.067319,-1.072890,,,,,,,0.695129,0.072189,-1.056907
6559,54.658000,,,,0.577357,0.164389,-1.064331,0.474693,0.067400,-1.074683,,,,,,,0.690595,0.072172,-1.057221
6560,54.667000,,,,0.572409,0.164435,-1.065167,0.470278,0.067531,-1.076611,,,,,,,0.686153,0.072136,-1.057453
6561,54.675000,,,,0.567457,0.164483,-1.066121,0.465908,0.067697,-1.078494,,,,,,,0.681558,0.071888,-1.057900
6562,54.683000,,,,0.562678,0.164590,-1.067178,0.461571,0.068045,-1.080284,,,,,,,0.677086,0.071679,-1.058099
6563,54.692000,,,,0.557819,0.164485,-1.068901,0.457320,0.068149,-1.082003,,,,,,,0.672761,0.071025,-1.058738
6564,54.700000,,,,0.552675,0.164676,-1.070988,0.452648,0.067977,-1.083666,,,,,,,0.668310,0.071528,-1.059353
6565,54.708000,,,,0.547720,0.164903,-1.072764,0.448226,0.067891,-1.085225,,,,,,,0.663527,0.072109,-1.060322
6566,54.717000,,,,0.543522,0.164943,-1.074693,0.443645,0.067858,-1.086835,,,,,,,0.658683,0.072461,-1.061056
6567,54.725000,,,,0.539729,0.164726,-1.076562,0.439201,0.067982,-1.088415,,,,,,,0.653850,0.071879,-1.061740
6568,54.733000,,,,0.535779,0.164754,-1.077575,0.434714,0.068077,-1.090171,,,,,,,0.649653,0.071644,-1.062362
6569,54.742000,,,,0.531795,0.164921,-1.078683,0.430123,0.068100,-1.091685,,,,,,,0.645020,0.072049,-1.062711
6570,54.750000,,,,0.527818,0.165132,-1.079747,0.425539,0.068314,-1.093252,,,,,,,0.640328,0.072443,-1.063301
6571,54.758000,,,,0.523753,0.164952,-1.080368,0.420966,0.068198,-1.094715,,,,,,,0.635646,0.072343,-1.064288
6572,54.767000,,,,0.519344,0.164821,-1.080801,0.416386,0.068346,-1.096137,,,,,,,0.630944,0.072246,-1.065116
6573,54.775000,,,,0.514371,0.164840,-1.081329,0.411720,0.068210,-1.097610,,,,,,,0.626081,0.072186,-1.065977
6574,54.783000,,,,0.509138,0.165077,-1.081890,0.407059,0.068099,-1.098979,,,,,,,0.621346,0.072691,-1.066582
6575,54.792000,,,,0.503581,0.165032,-1.082516,0.402274,0.068172,-1.100280,,,,,,,0.616471,0.072848,-1.067617
6576,54.800000,,,,0.498306,0.165199,-1.083546,0.397600,0.068327,-1.101450,,,,,,,0.611789,0.073007,-1.068314
6577,54.808000,,,,0.492965,0.165232,-1.084722,0.392987,0.068255,-1.102764,,,,,,,0.606999,0.072675,-1.069274
6578,54.817000,,,,0.487728,0.165241,-1.086203,0.388323,0.068425,-1.103946,,,,,,,0.602272,0.072859,-1.069840
6579,54.825000,,,,0.482514,0.165482,-1.087659,0.383721,0.068456,-1.105070,,,,,,,0.597591,0.072855,-1.070828
6580,54.833000,,,,0.477649,0.165615,-1.089185,0.378886,0.068515,-1.106062,,,,,,,0.592940,0.073207,-1.071601
6581,54.842000,,,,0.473221,0.165684,-1.090847,0.374185,0.068482,-1.107108,,,,,,,0.588256,0.073001,-1.072545
6582,54.850000,,,,0.469085,0.165588,-1.092587,0.369502,0.068748,-1.107980,,,,,,,0.583470,0.073029,-1.073246
6583,54.858000,,,,0.465180,0.165592,-1.093639,0.364802,0.068817,-1.108978,,,,,,,0.578712,0.072993,-1.074166
6584,54.867000,,,,0.461132,0.165793,-1.094579,0.360185,0.068785,-1.109971,,,,,,,0.574088,0.073231,-1.074977
6585,54.875000,,,,0.457172,0.165821,-1.095289,0.355510,0.068818,-1.110939,,,,,,,0.569428,0.073386,-1.075945
6586,54.883000,,,,0.453074,0.165831,-1.095629,0.350825,0.068898,-1.111793,,,,,,,0.564874,0.073368,-1.076887
6587,54.892000,,,,0.448652,0.165702,-1.095859,0.346225,0.068912,-1.112793,,,,,,,0.560109,0.073292,-1.077716
6588,54.900000,,,,0.444015,0.165673,-1.096039,0.341531,0.068928,-1.113701,,,,,,,0.555392,0.073181,-1.078524
6589,54.908000,,,,0.439013,0.165803,-1.096208,0.336898,0.069165,-1.114566,,,,,,,0.550801,0.073241,-1.079491
6590,54.917000,,,,0.433779,0.165818,-1.096650,0.332320,0.069144,-1.115451,,,,,,,0.546219,0.073317,-1.080388
6591,54.925000,,,,0.428441,0.165884,-1.097335,0.327515,0.069131,-1.116622,,,,,,,0.541608,0.073444,-1.081171
6592,54.933000,,,,0.423012,0.165921,-1.098411,0.322728,0.069032,-1.117524,,,,,,,0.536950,0.073373,-1.081968
6593,54.942000,,,,0.417856,0.166148,-1.099544,0.318102,0.069212,-1.118296,,,,,,,0.532260,0.073453,-1.082748
6594,54.950000,,,,0.412668,0.166148,-1.100859,0.313679,0.069052,-1.119184,,,,,,,0.527581,0.073457,-1.083636
6595,54.958000,,,,0.407589,0.166069,-1.102363,0.308967,0.068701,-1.119847,,,,,,,0.522961,0.073643,-1.084589
6596,54.967000,,,,0.402897,0.166040,-1.103785,0.304398,0.068553,-1.120544,,,,,,,0.518263,0.073673,-1.085559
6597,54.975000,,,,0.398800,0.166178,-1.105308,0.299570,0.068849,-1.121229,,,,,,,0.513619,0.073691,-1.086272
6598,54.983000,,,,0.394937,0.166316,-1.106486,0.294843,0.069241,-1.122010,,,,,,,0.508890,0.073606,-1.087172
6599,54.992000,,,,0.390819,0.166315,-1.107339,0.290090,0.069180,-1.122802,,,,,,,0.504142,0.073856,-1.087985
6600,55.000000,,,,0.386596,0.166121,-1.108105,0.285378,0.068813,-1.123513,,,,,,,0.499265,0.073962,-1.088961
6601,55.008000,,,,0.382337,0.165817,-1.108747,0.280690,0.068641,-1.124276,,,,,,,0.494675,0.073968,-1.089853
6602,55.017000,,,,0.377876,0.166120,-1.108690,0.275893,0.068904,-1.125198,,,,,,,0.489966,0.073896,-1.090825
6603,55.025000,,,,0.373044,0.166522,-1.108628,0.271152,0.069209,-1.126259,,,,,,,0.485159,0.074093,-1.091378
6604,55.033000,,,,0.367934,0.166661,-1.108853,0.266423,0.069221,-1.127131,,,,,,,0.480371,0.074185,-1.092252
6605,55.042000,,,,0.362743,0.166496,-1.109174,0.261749,0.069339,-1.128041,,,,,,,0.475591,0.074201,-1.093232
6606,55.050000,,,,0.357595,0.166578,-1.109679,0.256993,0.069354,-1.128819,,,,,,,0.470897,0.073891,-1.094197
6607,55.058000,,,,0.352210,0.166632,-1.110869,0.252192,0.069523,-1.129761,,,,,,,0.466252,0.073829,-1.095086
6608,55.067000,,,,0.346755,0.166613,-1.112259,0.247380,0.069434,-1.130544,,,,,,,0.461415,0.074113,-1.096043
6609,55.075000,,,,0.341394,0.166668,-1.113583,0.242676,0.069526,-1.131436,,,,,,,0.456481,0.074440,-1.096985
6610,55.083000,,,,0.336490,0.166726,-1.114993,0.237988,0.069522,-1.132183,,,,,,,0.451765,0.074355,-1.097817
6611,55.092000,,,,0.331974,0.166822,-1.116516,0.233219,0.069583,-1.132985,,,,,,,0.447188,0.074030,-1.098728
6612,55.100000,,,,0.327597,0.166742,-1.117959,0.228462,0.069645,-1.133854,,,,,,,0.442551,0.074150,-1.099406
6613,55.108000,,,,0.323254,0.166977,-1.119385,0.223555,0.069815,-1.134744,,,,,,,0.437671,0.074378,-1.100274
6614,55.117000,,,,0.319031,0.166790,-1.120325,0.218782,0.069908,-1.135721,,,,,,,0.432820,0.074622,-1.100955
6615,55.125000,,,,0.315075,0.166803,-1.121148,0.213913,0.069996,-1.136599,,,,,,,0.427912,0.074615,-1.101829
6616,55.133000,,,,0.310806,0.166786,-1.121672,0.209190,0.070056,-1.137459,,,,,,,0.423153,0.074648,-1.102659
6617,55.142000,,,,0.306279,0.166940,-1.121838,0.204231,0.070024,-1.138324,,,,,,,0.418287,0.074681,-1.103767
6618,55.150000,,,,0.301554,0.166999,-1.122123,0.199424,0.070145,-1.139315,,,,,,,0.413442,0.074817,-1.104603
6619,55.158000,,,,0.296467,0.167076,-1.122313,0.194567,0.070188,-1.140268,,,,,,,0.408532,0.074791,-1.105430
6620,55.167000,,,,0.291112,0.167074,-1.122711,0.189740,0.070253,-1.141125,,,,,,,0.403715,0.074919,-1.106334
6621,55.175000,,,,0.285645,0.167165,-1.123372,0.184911,0.070352,-1.142051,,,,,,,0.398985,0.074836,-1.107282
6622,55.183000,,,,0.280019,0.167377,-1.124230,0.179926,0.070369,-1.142997,,,,,,,0.393954,0.074944,-1.108089
6623,55.192000,,,,0.274304,0.167396,-1.125492,0.175158,0.070396,-1.144050,,,,,,,0.389096,0.075084,-1.108974
6624,55.200000,,,,0.268990,0.167329,-1.126883,0.170158,0.070479,-1.144904,,,,,,,0.384082,0.075129,-1.109831
6625,55.208000,,,,0.263869,0.167413,-1.128312,0.165384,0.070617,-1.145845,,,,,,,0.379212,0.074931,-1.110619
6626,55.217000,,,,0.259249,0.167380,-1.129636,0.160469,0.070842,-1.146909,,,,,,,0.374278,0.074460,-1.111600
